month_date_yyyymm,cbsa_code,cbsa_title,HouseholdRank,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
202109,16580,"champaign-urbana, il",187,164950,-0.0365,-0.1386,352,-0.0461,-0.3383,50,0.111111111,-0.242424242,180,-0.1346,-0.0217,0,,,152,-0.05,0,393,-0.0461,-0.1208,110.6456491,-0.0038,0.0138,1549.5,-0.031,-0.131,246616.1154,0.0099,0.0001,745,-0.0461,-0.239,1.116477273,-0.0001,0.2763
202109,39140,"prescott, az",188,569750,-0.049,0.0313,744,-0.004,-0.0275,41.5,0.0375,-0.3515625,456,-0.1231,0.2527,12,-0.25,-0.7692,284,-0.0405,0.5106,884,0.0574,-0.1062,277.609057,-0.0079,0.2171,2094.5,-0.0162,-0.0884,797733.6118,0.014,0.0178,1628,0.0284,-0.0718,1.188172043,0.069,-0.1046
202109,12700,"barnstable town, ma",189,699499.5,-0.0384,0.0152,1138,0.0508,-0.2984,44,0.011494253,-0.284552846,792,0.0154,-0.1574,12,-0.25,-0.625,280,0.2069,-0.2135,1068,-0.0202,-0.3033,424.4410849,-0.002,0.1106,1739.5,-0.0116,-0.0633,1294373.35,-0.0085,0.0357,2206,0.0152,-0.3008,0.938488576,-0.068,-0.0066
202109,16620,"charleston, wv",190,147000,0.0508,-0.0781,392,0.0595,-0.4184,50,-0.019607843,-0.382716049,188,-0.0784,0.0444,0,-1,,104,0.04,-0.1875,343,0.0331,-0.0974,89.73275932,0.0266,0.1349,1653.5,0,-0.0239,206400.7252,-0.0169,-0.2315,735,0.047,-0.3027,0.875,-0.0223,0.3112
202109,46220,"tuscaloosa, al",191,269900,-0.027,0.0403,522,0.0215,-0.315,46.5,-0.060606061,-0.316176471,268,-0.029,0.0152,68,2.4,0.1333,104,0,-0.1034,548,0.0186,-0.0805,146.9145817,0.0092,0.0923,1780,-0.0006,-0.0092,399870.1102,-0.0031,0.0731,1070,0.02,-0.2121,1.049808429,-0.003,0.2677
202109,45820,"topeka, ks",192,179950,0.0155,0.2208,285,0.0634,-0.0138,26,-0.054545455,-0.161290323,240,0.1321,0.1765,0,,,96,-0.1111,0.2,72,0.0909,0.125,101.3694948,0.0333,0.2028,1842.5,0.0325,0.1335,251019.3121,0.0579,0.2244,357,0.0689,0.0113,0.252631579,0.0064,0.0312
202109,17780,"college station-bryan, tx",193,297500,-0.005,0.1782,531,-0.045,-0.5658,44,0.222222222,-0.428571429,276,-0.1481,-0.0417,12,-0.25,-0.7,84,-0.3,-0.625,614,-0.0836,0.2158,164.5658328,0.0123,0.1441,1895,-0.0267,0.0263,435906.2375,-0.0001,0.1706,1145,-0.0661,-0.3374,1.156308851,-0.0487,0.7434
202109,11540,"appleton, wi",194,289900,0.0007,0.0355,240,0.0256,-0.0041,35.5,0.092307692,-0.21978022,224,-0.2329,0.1915,4,,,76,0.2667,0.2667,485,-0.0261,-0.0619,138.4312741,0.0113,0.1238,1910,0.0141,-0.0568,333210.0634,-0.0208,0.0524,725,-0.0096,-0.0435,2.020833333,-0.1074,-0.1244
202109,17200,"claremont-lebanon, nh-vt",195,327000,0.022,0.1096,543,-0.1242,-0.3864,61.5,0.242424242,0.025,216,-0.3647,-0.4375,4,,-0.6667,132,-0.0833,-0.1081,509,0.0604,-0.3258,189.9148914,0.0356,0.2378,1859,0.0136,-0.0146,530306.0173,0.0343,0.1746,1052,-0.0436,-0.3585,0.937384899,0.1632,0.0843
202109,17020,"chico, ca",196,436950,0.0233,0.0543,339,0.0119,0.1338,50.5,0.188235294,0.086021505,220,0.1957,0.4103,0,-1,-1,104,-0.037,0.04,276,0.0299,-0.25,255.760799,-0.0026,0.0743,1691.5,0.0056,-0.0473,501187.9347,-0.0109,0.0091,615,0.0199,-0.078,0.814159292,0.0142,-0.4166
202109,16820,"charlottesville, va",197,462000,0.0268,-0.0746,550,0.0204,-0.3678,51,0.073684211,-0.341935484,332,0.0506,-0.046,16,-0.5,-0.8182,124,0,-0.1143,861,-0.0238,-0.0762,211.4921122,0.0188,0.0765,2279.5,0.0127,-0.0949,742513.5234,0.0197,0.0035,1411,-0.007,-0.217,1.565454545,-0.0709,0.4942
202109,44100,"springfield, il",198,146950,-0.0118,0.0226,993,-0.008,-0.1585,825.5,0.035109718,0.788732394,168,-0.1923,-0.1765,0,-1,,116,-0.1714,-0.4082,807,-0.0692,-0.1698,84.51395539,-0.0028,0.0072,1731,-0.0165,-0.0218,198337.1707,-0.0218,0.0034,1800,-0.0364,-0.1636,0.812688822,-0.0534,-0.011
202109,31420,"macon, ga",199,203995,0.0355,0.1368,795,0.0657,0.1134,44.5,0.022988506,-0.245762712,428,-0.0614,0.4861,68,-0.15,0.3077,188,0.1463,0.3056,889,-0.04,1.4626,98.22195868,0.001,0.0951,1805.5,0.0053,-0.0655,265159.5714,0.0249,0.0169,1684,0.0072,0.5665,1.118238994,-0.123,0.6126
202109,32780,"medford, or",200,506500,-0.0306,0.039,502,0.1057,0.2155,44.5,0.047058824,-0.288,344,0.1944,1.0976,4,0,-0.6667,220,0.0577,2.4375,519,-0.0814,-0.2334,273.0973597,0.0099,0.1935,1841.5,-0.0083,-0.1159,686675.4618,-0.0232,-0.0634,1021,0.002,-0.0633,1.033864542,-0.2106,-0.6054
202109,15540,"burlington-south burlington, vt",201,425000,-0.0172,0.1411,297,-0.0776,-0.3627,41,0.064935065,-0.267857143,212,-0.0536,-0.0536,0,-1,-1,96,0,-0.1724,137,0.123,-0.3046,226.8953201,0.0198,0.1937,1854.5,-0.026,-0.0714,512927.4719,0.0196,0.0747,434,-0.0225,-0.3454,0.461279461,0.0824,0.0385
202109,40340,"rochester, mn",202,332450,0.0077,0.0474,522,0.0697,-0.1031,55,0.089108911,-0.197080292,260,-0.058,-0.0152,0,-1,-1,156,0.1818,0.0263,491,-0.0857,-0.152,158.518936,-0.0115,0.0802,2124.5,-0.0146,-0.0321,404276.0466,-0.014,0.0367,1013,-0.0117,-0.1275,0.940613027,-0.1598,-0.0542
202109,13380,"bellingham, wa",203,624925,-0.0001,0.3588,270,-0.0323,-0.5161,35.5,-0.013888889,-0.29,280,-0.0667,-0.0667,4,0,-0.5,60,-0.1667,-0.4,383,-0.0636,0.0159,330.8977738,0.0212,0.2589,1894,0.0655,0.0986,837515.4155,0.0095,0.4452,653,-0.0509,-0.3016,1.418518519,-0.0474,0.7429
202109,27740,"johnson city, tn",204,304450,0.0152,0.0535,246,0.0336,-0.1881,31,0.265306122,-0.295454545,192,0.0213,0.0909,4,,0,104,-0.0714,-0.1034,289,-0.0137,-0.1623,144.4271912,0.0043,0.098,1933,-0.0113,-0.0478,474528.8029,0.0303,0.1721,535,0.0075,-0.1744,1.174796748,-0.0563,0.0362
202109,46340,"tyler, tx",205,367950,0.0084,0.1598,544,-0.0198,-0.3131,40,0.095890411,-0.266055046,348,-0.044,0.1757,8,1,-0.5,152,-0.05,-0.3214,613,-0.0452,0.0217,167.9384407,0.0415,0.2385,2242.5,-0.0077,-0.0275,531553.2012,0.0056,0.2635,1157,-0.0334,-0.1688,1.126838235,-0.0299,0.3693
202109,25940,"hilton head island-bluffton-beaufort, sc",206,507450,-0.038,0.2608,774,0.0293,-0.5572,47.5,0.032608696,-0.358108108,476,-0.0916,-0.1959,48,0.5,-0.5714,200,0.1364,-0.5,1440,-0.0204,-0.0909,272.9777602,0.0123,0.4178,1965,-0.0165,-0.0805,814373.3243,-0.0143,0.1557,2214,-0.0036,-0.3355,1.860465116,-0.0943,0.9543
202109,29420,"lake havasu city-kingman, az",207,389950,-0.0213,0.1892,612,0.1418,0.0534,41.5,0,-0.356589147,384,0.0667,0.28,32,1,-0.6,220,0.1224,0.5278,961,-0.0532,-0.1389,231.3555764,-0.0235,0.1997,1699,-0.0015,-0.0111,478732.756,-0.012,0.1589,1573,0.0142,-0.0731,1.570261438,-0.3234,-0.3506
202109,19300,"daphne-fairhope-foley, al",208,437950,-0.0242,0.1679,1466,0.094,-0.2796,44,0.23943662,-0.38028169,684,-0.0856,0.437,116,0.9333,-0.1471,420,0.0606,0.4789,1472,-0.0672,-0.0074,244.9924538,0.0154,0.4475,1914.5,-0.0085,-0.0555,594275.238,-0.0333,0.1304,2938,0.0069,-0.1649,1.004092769,-0.1735,0.2753
202109,49420,"yakima, wa",209,369925,0.035,-0.0321,277,0.1639,0.319,29,0.115384615,-0.15942029,252,0.125,0.4318,0,-1,,100,0.3158,0.5625,347,0.0087,0.2133,206.7652557,0.0227,0.1791,1859.5,0.0354,-0.1071,414615.2027,-0.0025,0.0028,624,0.0722,0.2581,1.252707581,-0.1927,-0.1092
202109,29200,"lafayette-west lafayette, in",210,215000,0.0002,-0.1728,176,0.0798,-0.1889,24,-0.2,-0.333333333,196,0.1395,0.0652,0,-1,,96,0.4118,0.0435,83,0.566,0.0375,124.4249132,-0.0019,0.0782,1849.5,-0.0194,-0.1769,268475.9927,0.0005,-0.1505,259,0.1991,-0.1279,0.471590909,0.1464,0.1029
202109,30980,"longview, tx",211,280000,0.045,0.1669,409,-0.0331,-0.3414,43.5,0.16,-0.325581395,224,0,0.2727,0,-1,-1,156,0,-0.093,363,-0.0268,0.1308,128.2418272,0.0492,0.2076,2116,0.0347,-0.0436,413474.9287,0.0434,0.1859,772,-0.0302,-0.1805,0.887530562,0.0057,0.3706
202109,22500,"florence, sc",212,219200,0.0101,0.1513,606,0.0503,-0.0487,43,0,-0.410958904,172,-0.2951,0.0238,8,-0.7143,-0.3333,72,0,0,68,0.193,1.8333,111.7988599,0.0047,0.1338,1962,0.015,-0.0366,615439.218,-0.009,1.7431,674,0.0631,0.0197,0.112211221,0.0134,0.0745
202109,29340,"lake charles, la",213,233500,-0.0043,0.0518,707,0.0632,0.0114,100,0.226993865,0.098901099,224,0.0566,1.24,12,0.5,-0.85,132,-0.1951,4.5,1042,-0.0038,1.1937,122.3302388,-0.0017,0.0374,1890,-0.0024,-0.0047,292764.285,-0.0171,0.0139,1749,0.0222,0.4898,1.473833098,-0.0991,0.7943
202109,39460,"punta gorda, fl",214,384450,-0.0026,0.3957,670,0.042,-0.5288,46,0.069767442,-0.41025641,400,-0.1071,-0.2308,72,0.6364,-0.4857,176,0.0732,-0.4054,1140,-0.0113,0.0252,217.8113945,0.0104,0.3407,1710,0,-0.0078,524356.8885,0.0066,0.4458,1810,0.0078,-0.2857,1.701492537,-0.0917,0.9195
202109,37460,"panama city, fl",215,427000,0.0179,0.2713,1295,0.0528,-0.2973,43.5,0.208333333,-0.485207101,548,-0.2126,0.0703,76,-0.3667,-0.0952,396,-0.0481,-0.161,514,0.0342,-0.0228,287.6714678,-0.0264,0.3148,1586,0.0128,0.04,604123.2215,0.0048,0.3708,1809,0.0475,-0.2364,0.396911197,-0.0072,0.1115
202109,32900,"merced, ca",216,403897.5,0.0123,0.1879,331,0.1375,0.1573,35,-0.014084507,-0.292929293,324,0.1571,0.35,12,-0.4,0,72,-0.0526,0.5,570,-0.0821,-0.0087,240.3134214,0.0115,0.2526,1724,0.007,-0.0417,626916.6902,-0.0028,0.1397,901,-0.0121,0.0465,1.722054381,-0.412,-0.2884
202109,29740,"las cruces, nm",217,282450,-0.0098,0.1836,751,-0.0297,0.1466,50,0.19047619,-0.047619048,204,-0.2273,-0.0192,8,-0.3333,1,68,0.1333,-0.1053,24,0.0435,3,144.240332,0.009,0.1533,1946,-0.0314,-0.0137,333984.1412,0.0088,0.1044,775,-0.0276,0.1725,0.03195739,0.0022,0.0228
202109,26380,"houma-thibodaux, la",218,220000,-0.0119,0.1139,287,-0.125,-0.4512,88,0.128205128,-0.053763441,36,-0.6786,-0.7097,4,-0.5,-0.5,12,-0.8125,-0.88,302,-0.0098,0.0942,79.23327165,-0.0049,-0.0042,2903.5,-0.007,0.0663,339964.0785,0.0154,0.1863,589,-0.0695,-0.2628,1.052264808,0.1224,0.5245
202109,40980,"saginaw, mi",219,132400,-0.1453,-0.172,323,-0.0092,0.0949,34.5,0.326923077,0.210526316,216,-0.1563,-0.0182,4,,,144,-0.1818,0.2857,400,0.0582,0.0025,91.40883191,-0.0727,-0.0746,1412,-0.0677,-0.1316,182658.8137,-0.0921,-0.1725,723,0.027,0.0418,1.238390093,0.0789,-0.1142
202109,39540,"racine, wi",220,257450,-0.0533,-0.1119,391,0.1466,0.1742,34.5,0.112903226,-0.224719101,296,0.0137,0.3455,4,,,200,0.3889,0.4706,357,0.0657,-0.0505,139.4928805,-0.008,-0.0022,1561,-0.0161,-0.0714,347814.25,-0.0382,-0.0977,748,0.1065,0.055,0.913043478,-0.0694,-0.2161
202109,12020,"athens-clarke county, ga",221,349950,-0.0128,0.0966,548,-0.0018,-0.1821,39,0.026315789,-0.195876289,340,-0.0449,0.0366,8,,-0.8889,196,0,0.3243,379,-0.0282,-0.1689,155.2273204,-0.0242,0.2028,1745,-0.0068,-0.0952,448324.7306,-0.0093,0.1094,927,-0.0128,-0.1767,0.691605839,-0.0188,0.011
202109,45860,"torrington, ct",222,510600,0.0214,0.344,661,-0.0476,-0.5315,63,0.177570093,0.177570093,244,-0.1408,-0.4696,8,,-0.5,160,-0.0909,-0.2308,592,-0.0017,591,228.2094271,-0.0026,0.3138,2158,0.0061,-0.0347,1034028.497,0.0012,0.4354,1253,-0.0264,-0.1126,0.895612708,0.0411,0.8949
202109,41060,"st. cloud, mn",223,293450,0.0209,0.0974,334,-0.006,-0.2322,39.5,0.097222222,-0.193877551,224,-0.1765,-0.125,4,,,112,0,-0.0968,357,-0.1398,-0.0246,137.0016611,0.0068,0.0917,1925,-0.01,-0.0727,339436.6806,-0.0008,0.0789,691,-0.0799,-0.1373,1.068862275,-0.1663,0.2275
202109,14010,"bloomington, il",224,133950,0.0304,0.0268,331,0.0061,-0.3327,72,0.014084507,-0.058823529,128,-0.2195,-0.1579,0,,,92,0.0455,-0.4889,480,-0.0787,-0.057,84.28558122,-0.0046,0.0378,1684.5,0.0006,-0.0103,191015.4003,-0.0204,0.0729,811,-0.0459,-0.193,1.450151057,-0.1334,0.4239
202109,29700,"laredo, tx",225,224900,0,0.0865,281,0.0446,-0.1971,51,-0.120689655,0.02,100,-0.1935,-0.1935,4,-0.5,0,48,0.5,0.2,3,0.5,-0.4,129.9805428,-0.0013,0.1283,1672.5,-0.0276,-0.0688,251865.6222,-0.0049,0.0832,284,0.048,-0.2,0.010676157,0.0032,-0.0036
202109,25900,"hilo, hi",226,589250,0.0438,0.1809,484,0.1388,-0.5301,37.5,-0.117647059,-0.573863636,316,0.197,0.1127,4,-0.8333,-0.8,80,-0.2,-0.5,567,-0.0566,-0.1304,370.8677686,-0.0209,0.0081,1500,0.0331,0,1182453.913,-0.0498,-0.028,1051,0.0244,-0.3751,1.171487603,-0.2426,0.5385
202109,39820,"redding, ca",227,438000,0.0023,0.0896,450,0.0251,0.1029,46.5,0.223684211,0.056818182,232,-0.0645,-0.0333,12,-0.4,-0.5,156,0.2581,0.3448,32,-0.2381,-0.2381,238.4392227,0.0071,0.1253,1892.5,0.0066,-0.0029,615641.6421,0.0038,0.0704,482,0.0021,0.0711,0.071111111,-0.0246,-0.0318
202109,21140,"elkhart-goshen, in",228,232250,0.0441,0.0371,124,-0.0159,-0.3369,25,-0.019607843,-0.382716049,132,-0.1081,-0.0571,0,,,48,0,-0.3684,49,-0.125,0.1136,116.9301293,-0.0099,0.1445,1898,0.0128,-0.0996,332323.8664,0.0673,0.0704,173,-0.0495,-0.2511,0.39516129,-0.0493,0.1599
202109,47580,"warner robins, ga",229,261450,0.0561,0.0979,535,0.047,-0.0463,42.5,-0.132653061,-0.158415842,420,0.1053,0.5,28,-0.2222,-0.75,96,0.4118,0.2632,1455,0.0528,0.5188,118.5809216,0.019,0.1959,2103,0.0167,-0.0841,284601.9839,0.0354,0.1729,1990,0.0512,0.3101,2.719626168,0.0151,1.012
202109,13980,"blacksburg-christiansburg-radford, va",230,299000,0,0.1638,317,0.0567,-0.0063,51.5,0.084210526,-0.308724832,148,-0.0263,0.0882,0,-1,-1,88,-0.0435,0.0476,316,-0.0511,-0.0893,156.6455696,0,0.1516,1818,-0.0146,-0.0832,418958.8415,-0.009,0.0674,633,0,-0.0495,0.996845426,-0.1132,-0.0909
202109,24780,"greenville, nc",231,250000,0.0246,-0.0689,184,0.0395,-0.156,38.5,0.132352941,-0.293577982,168,0.0244,0.3125,4,-0.5,-0.5,44,0,-0.1538,529,0.0134,0.0455,125.6429383,0.0264,0.1174,2012,0.0012,-0.1475,287236.4439,0.0146,-0.1362,713,0.02,-0.0152,2.875,-0.0742,0.5539
202109,13460,"bend-redmond, or",232,648999.5,0.0058,0.326,610,0.0854,0.2526,40.5,0.173913043,-0.276785714,348,-0.25,0.2083,20,1.5,-0.5,252,0.0161,1.0323,806,-0.0135,-0.2699,334.2237033,-0.0025,0.2701,1958.5,0.0028,-0.0166,864888.3201,-0.0056,0.2402,1416,0.0268,-0.11,1.321311475,-0.1324,-0.9456
202109,13740,"billings, mt",233,434900,-0.0324,0.1967,298,0.0276,-0.3258,38.5,0.283333333,-0.180851064,168,-0.3,-0.2222,8,0,-0.5,76,-0.05,-0.2963,430,-0.0812,-0.2052,201.497736,0.0587,0.3282,2242,0.0156,-0.054,664357.9793,0.0393,0.1743,728,-0.0396,-0.2594,1.44295302,-0.1708,0.219
202109,28740,"kingston, ny",234,394000,-0.0101,0.0765,1008,0.0244,-0.205,87,0.067484663,0.359375,304,0.0133,-0.4063,12,,-0.4,184,-0.0417,-0.303,648,0.0047,-0.2972,199.9393939,0.0038,0.1157,2008,-0.0162,-0.0205,585458.1866,0.0162,0.1992,1656,0.0166,-0.2438,0.642857143,-0.0126,-0.0843
202109,36780,"oshkosh-neenah, wi",235,257400,0.04,0.0729,192,0.0052,-0.0588,43,0.131578947,-0.085106383,164,-0.2264,0.0513,0,,,60,-0.25,0.0714,354,-0.038,-0.1302,135.2212619,0.0607,0.1429,1649,-0.0485,-0.0801,338879.8909,0.0206,-0.0023,546,-0.0233,-0.1064,1.84375,-0.083,-0.1513
202109,33740,"monroe, la",236,250000,-0.0225,0.1111,245,-0.0613,-0.4482,53.5,0.175824176,-0.318471338,80,-0.2857,-0.0909,0,-1,-1,76,-0.0952,-0.24,221,-0.0636,0.0474,119.6827947,0.0005,0.111,2034,-0.0346,0.0069,322931.4844,0.0212,0.1787,466,-0.0624,-0.2885,0.902040816,-0.0022,0.4268
202109,17860,"columbia, mo",237,264450,-0.0206,-0.0511,300,-0.0228,-0.2248,32,0.084745763,-0.264367816,212,0.0816,0.0392,8,,1,96,-0.1429,-0.2,14,-0.3333,-0.6,136.9995006,0.0037,0.1021,1904.5,-0.0078,-0.0345,341380.4951,-0.0262,0.0356,314,-0.0427,-0.2559,0.046666667,-0.0217,-0.0438
202109,47940,"waterloo-cedar falls, ia",238,152249.5,-0.0406,-0.1044,299,-0.0099,-0.2881,49,0.225,-0.289855072,148,-0.0976,-0.1395,0,-1,,104,0.0833,-0.0714,368,-0.0891,0.0544,121.7123413,-0.0087,-0.0013,1422,0.0267,-0.0142,213370.3743,-0.0051,-0.0374,667,-0.0552,-0.1326,1.230769231,-0.107,0.3998
202109,27340,"jacksonville, nc",239,246500,0.0314,0.063,336,-0.0535,-0.4474,43,0.011764706,-0.25862069,304,-0.0617,0.0133,12,-0.5,-0.7273,100,-0.1667,0.0417,1282,-0.0622,0.0995,139.6863625,0.0092,0.1512,1666,0.0274,-0.0619,392093.145,0.0255,0.1749,1618,-0.0604,-0.0879,3.81547619,-0.0352,1.8977
202109,26980,"iowa city, ia",240,299950,0.0002,0.0852,807,-0.1151,-0.3685,58.5,0.125,-0.126865672,236,-0.1918,-0.3218,0,,,120,0.1111,-0.3023,304,-0.0033,0.316,156.0117343,0.0069,0.1277,1946,-0.0112,-0.0206,379136.5118,0.0242,0.1566,1111,-0.0871,-0.2638,0.376703841,0.0423,0.196
202109,27900,"joplin, mo",241,193250,0.0201,0.0595,433,0.0587,-0.0628,35.5,0.183333333,-0.244680851,340,0.2143,0.1184,0,-1,-1,108,-0.0357,0.125,592,-0.0764,-0.005,108.3273472,0.0445,0.2295,1787.5,-0.0205,-0.1067,266541.9798,-0.0436,0.0179,1025,-0.0238,-0.0303,1.367205543,-0.2,0.0793
202109,20740,"eau claire, wi",242,264900,-0.0187,0.0732,524,-0.0576,-0.2,43,0.116883117,0.036144578,228,0.2955,-0.0806,0,-1,-1,104,-0.037,-0.1875,23,-0.1481,0.0455,142.3598553,-0.0045,0.123,1800,0,-0.0511,318511.1169,-0.0138,0.0929,547,-0.0617,-0.192,0.04389313,-0.0047,0.0103
202109,34740,"muskegon, mi",243,196750,-0.016,-0.1252,244,0.0472,-0.1191,38,0.169230769,-0.283018868,172,-0.1887,-0.0444,0,-1,-1,92,-0.08,0.2105,399,0.0127,-0.1474,128.0664108,-0.0164,0.0379,1517,-0.0111,-0.0162,282299.2788,0.0207,-0.1043,643,0.0255,-0.1369,1.635245902,-0.0557,-0.0543
202109,14020,"bloomington, in",244,322400,0.0235,-0.1042,279,-0.0445,-0.1545,42,-0.023255814,-0.275862069,148,-0.2128,-0.1591,0,,,84,-0.25,-0.2759,261,0.0482,0.1498,167.2023113,0.0043,0.1529,1918,0.0487,-0.1453,424676.3838,0.0044,0.0316,540,-0.0018,-0.0305,0.935483871,0.0827,0.2476
202109,49740,"yuma, az",245,279900,-0.0002,0.1404,205,-0.0049,0.0733,39,0.238095238,0.04,152,-0.0256,-0.1364,4,-0.5,-0.5,48,-0.1429,0.5,272,0,-0.0109,175.2984349,0.0239,0.1792,1569,-0.0144,-0.023,316574.3202,-0.0131,0.0351,477,-0.0021,0.0236,1.326829268,0.0064,-0.113
202109,23580,"gainesville, ga",246,412450,0.0313,0.1504,681,-0.0785,-0.3065,41.5,0.169014085,-0.224299065,472,-0.1128,-0.0084,28,0.4,-0.6818,252,0.05,0.125,865,0.0359,-0.1503,153.7253164,0.0033,0.1873,1996.5,-0.0408,-0.1544,635346.8351,-0.0317,0.1904,1546,-0.0178,-0.227,1.270190896,0.1403,0.2335
202109,45460,"terre haute, in",247,126400,-0.063,0.0542,326,0.1241,-0.0355,46.5,0.056818182,-0.122641509,184,0.0698,0.3529,0,,,140,0.25,0.75,293,-0.0579,12.9524,81.45636695,0.0499,0.0882,1655,-0.0033,0.0968,192281.5517,-0.0194,0.1131,619,0.03,0.7242,0.898773006,-0.1736,0.8366
202109,42140,"santa fe, nm",248,702750,0.0072,0.0082,353,-0.0434,-0.2869,50,0.123595506,-0.224806202,172,-0.2712,-0.1224,8,1,-0.3333,92,-0.1481,-0.0417,477,0.0576,-0.0245,294.0228249,-0.0153,0.0335,2282,-0.0002,-0.0123,1357238.319,0.0276,0.134,830,0.0122,-0.1565,1.351274788,0.1291,0.3634
202109,14540,"bowling green, ky",249,282450,-0.0292,0.0465,350,0.0769,-0.1765,36,0.028571429,-0.433070866,180,-0.1667,0.125,4,0,,88,0.0476,-0.1852,401,-0.0267,0.0809,152.2512083,0.0103,0.175,1918,-0.0121,-0.0694,371007.643,-0.0124,0.0537,751,0.019,-0.0565,1.145714286,-0.122,0.2728
202109,39380,"pueblo, co",250,352450,0.0086,0.0915,445,-0.0305,0.5505,26.5,0.06,-0.158730159,348,-0.044,0.5263,8,-0.3333,1,204,0.2143,1.8333,164,0.8222,-0.2407,161.1308766,0.0074,0.1418,1953,-0.0615,-0.0647,475593.2685,0.0036,-0.1305,609,0.1093,0.2107,0.368539326,0.1725,-0.3841
202109,20100,"dover, de",251,369949.5,-0.0068,0.2323,280,0.0182,-0.235,43,-0.044444444,-0.406896552,220,-0.2143,0.3415,12,-0.4,-0.8125,88,0.1579,0.5714,548,0.0661,7.1791,164.1054645,0.013,0.1561,2139.5,-0.0275,0.0916,401365.4966,-0.0064,0.2937,828,0.0494,0.9122,1.957142857,0.0881,1.7741
202109,10180,"abilene, tx",252,259950,0.0722,0.1816,295,-0.0167,-0.2787,42.5,0.214285714,-0.212962963,184,-0.1154,0.3529,0,-1,-1,96,-0.2258,-0.25,371,-0.0313,-0.056,127.3207409,0.0259,0.0978,1961,0.0256,0.0316,316745.3343,0.0344,0.1874,666,-0.0249,-0.1696,1.257627119,-0.019,0.2967
202109,43580,"sioux city, ia-ne-sd",253,205000,-0.0987,-0.0734,235,-0.0249,-0.2724,43,0.131578947,-0.264957265,140,0.0294,-0.125,0,,,80,-0.0476,0.1111,80,0.039,-0.1304,122.411116,-0.0219,0.0984,1727,-0.0387,-0.092,272423.7406,-0.065,-0.0108,315,-0.0094,-0.241,0.340425532,0.0209,0.0556
202109,42680,"sebastian-vero beach, fl",254,365000,-0.0108,0.0751,513,0.0534,-0.6042,46.5,0.04494382,-0.474576271,352,0.1139,-0.1927,20,0,-0.8077,100,0.0417,-0.5192,741,-0.0596,-0.2117,212.1008321,-0.0029,0.1803,1705,-0.0424,-0.1026,786689.4922,-0.105,0.162,1254,-0.0165,-0.4392,1.444444444,-0.1736,0.7191
202109,27500,"janesville-beloit, wi",255,232400,0.0331,0.0329,238,0.1226,0.202,29.5,-0.016666667,-0.351648352,192,-0.1724,0.2973,0,,-1,108,0.4211,0.4211,362,-0.0109,-0.0295,129.2275433,-0.0127,0.0903,1657.5,-0.0169,-0.1024,264323.6856,0.0224,-0.0439,600,0.0381,0.0508,1.521008403,-0.2054,-0.3628
202109,26140,"homosassa springs, fl",256,269300,-0.0189,0.1344,482,0.019,-0.1747,44,-0.011235955,-0.301587302,272,-0.0933,-0.0933,16,-0.5,0,136,0.0303,0.1724,672,0.0105,0.0633,164.5579097,0.0273,0.2642,1719,0.0026,-0.0258,410985.2304,-0.0058,0.2666,1154,0.0141,-0.051,1.394190871,-0.0117,0.312
202109,12620,"bangor, me",257,232200,0.003,0.2555,374,-0.0106,-0.0235,48,0.297297297,-0.150442478,156,-0.2642,-0.0488,4,,0,144,0.125,0.3846,157,0.0979,0.3652,136.4540929,-0.0146,0.1924,1594.5,0.0041,-0.0034,279038.0683,0.0026,0.2699,531,0.0192,0.0663,0.419786096,0.0415,0.1195
202109,12220,"auburn-opelika, al",258,336689,-0.0051,0.1361,471,-0.0636,-0.3262,45,0.267605634,-0.243697479,200,-0.2857,-0.1379,28,-0.6111,-0.7941,80,-0.3333,-0.2,78,0.0541,0.7333,156.0197687,-0.0057,0.1616,2164.5,-0.0121,-0.0628,391974.1261,-0.0049,0.1586,549,-0.0485,-0.2621,0.165605096,0.0185,0.1012
202109,35660,"niles-benton harbor, mi",259,341000,-0.0242,0.0046,364,-0.0055,-0.2172,49.5,0.112359551,-0.238461538,200,-0.1379,-0.0196,0,,-1,132,0.1786,0.0313,401,-0.0384,-0.3192,164.5786705,-0.0401,0.069,1911,-0.0149,-0.1126,608754.2709,-0.0393,0.1417,765,-0.023,-0.2742,1.101648352,-0.0377,-0.165
202109,33260,"midland, tx",260,325000,-0.015,-0.015,700,-0.0182,-0.1677,52,0.168539326,-0.133333333,272,-0.0556,0.0625,0,-1,,300,-0.0964,-0.1279,209,-0.0586,0.0195,154.9563313,-0.0025,0.0158,2122.5,-0.0135,-0.0571,404669.835,-0.0129,0.0008,909,-0.0278,-0.131,0.298571429,-0.0128,0.0548
