month_date_yyyymm,county_fips,county_name,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
202109,37001,"alamance, nc",294995,0.0077,-0.0084,288,0.0909,-0.1933,21.5,0.162162162,-0.402777778,296,-0.1494,0.0423,8,-0.6,-0.6,88,0,-0.1538,378,0.0413,0.2685,136.6063456,-0.0054,0.1987,1490.5,0.043,-0.0814,379870.6579,-0.0188,0.0948,666,0.0622,0.0168,1.3125,-0.0625,0.4778
202109,42079,"luzerne, pa",184500,-0.0261,0.0256,432,-0.0379,-0.1955,35.5,0.075757576,-0.317307692,276,-0.0417,0,4,0,-0.5,120,-0.0909,0,98,0.2099,0.2405,106.3357909,0.0045,0.0988,1770,0.0097,-0.0245,259704.3848,0.017,0.0302,530,0,-0.1396,0.226851852,0.0465,0.0797
202109,42091,"montgomery, pa",407450,-0.0074,-0.1283,1149,-0.0312,-0.1058,46,0.095238095,-0.070707071,920,-0.0456,0.0222,48,0.7143,-0.6129,380,-0.05,0.0106,1947,-0.0794,2.8478,201.2296978,0.004,0.0634,1972,-0.0242,-0.1823,600924.8951,0.0014,-0.1484,3096,-0.0621,0.7286,1.694516971,-0.0888,1.3007
202109,27111,"otter tail, mn",277700,0.0238,0.0289,236,0.0085,-0.2081,52.5,1.142857143,-0.244604317,76,-0.3667,-0.24,0,,,52,0.3,-0.35,162,-0.0357,0.5429,152.2655415,0.0017,0.0661,1943,-0.0229,0.0047,380225.0282,-0.0203,0.0619,398,-0.01,-0.0124,0.686440678,-0.0315,0.3341
202109,18127,"porter, in",348495,0.0253,0.0029,242,0.0852,0.1101,30.5,0.070175439,-0.089552239,168,-0.125,0.05,4,0,0,124,-0.0313,0.6316,142,-0.0207,-0.314,157.4267629,0.0358,0.0895,2198,0.0027,-0.1089,470930.539,0.0465,0.0682,384,0.0435,-0.0965,0.58677686,-0.0634,-0.3628
202109,22099,"st. martin, la",268950,0.4155,0.1796,35,-0.1667,-0.5882,56.5,0.118811881,-0.486363636,12,-0.5,0,0,,,8,-0.3333,-0.5,48,0.1707,0.0435,139.0235074,0.207,0.2249,1957.5,0.0948,0.0142,326045.4266,0.2426,0.3481,83,0,-0.3664,1.371428571,0.3952,0.8303
202109,28067,"jones, ms",199900,0.0023,-0.1393,61,-0.0317,-0.2278,46,0.46031746,-0.414012739,24,-0.4,-0.1429,0,,,16,0,0.3333,61,-0.0758,0.9063,83.29947176,-0.0577,0.0235,2033,0.0556,0.0301,245217.3655,-0.001,-0.0855,122,-0.0543,0.0991,1,-0.0476,0.5949
202109,20169,"saline, ks",134000,0.0477,-0.0694,64,0.1636,-0.1233,16.5,-0.29787234,-0.611764706,52,0.0833,0,0,,,28,-0.125,0.4,9,0.125,-0.9118,105.958079,0.0353,-0.0266,1330.5,0.0302,-0.0712,247873.2881,0.0252,0.1358,73,0.1587,-0.5829,0.140625,-0.0048,-1.2566
202109,48181,"grayson, tx",329500,0.0075,0.2576,298,0.0567,-0.2678,38,0.055555556,-0.232323232,188,-0.1455,0.0682,4,-0.6667,-0.6667,104,-0.0714,-0.2571,315,-0.0708,-0.1274,165.7957245,0.0132,0.2548,1998,-0.0167,0.0304,419640.9963,-0.0964,0.1738,613,-0.0129,-0.2018,1.05704698,-0.1451,0.1701
202109,39109,"miami, oh",221945,0.0137,-0.1567,176,0.1355,-0.1698,30.5,-0.046875,-0.24691358,164,0.1389,0.1389,0,-1,-1,100,0.25,0.0417,310,0.0299,-0.146,112.1979052,0.0094,0.0462,1585,-0.0324,-0.1243,304710.8635,0.031,0.0993,486,0.0658,-0.1548,1.761363636,-0.1806,0.0491
202109,12033,"escambia, fl",315000,0.0504,0.1289,717,0.0529,-0.0615,29.5,0.017241379,-0.378947368,468,0.0263,0.6714,44,-0.0833,-0.6071,252,-0.0156,0.575,24,-0.0769,-0.4545,169.0095161,0.0183,0.2023,1799,0.0084,-0.0276,473180.7454,0.0249,0.1431,741,0.0481,-0.0829,0.033472803,-0.0047,-0.0241
202109,21209,"scott, ky",316055,-0.0079,0.0109,166,0.1141,0.1141,77,-0.306306306,-0.202072539,60,0,0.1538,4,-0.75,-0.5,16,1,-0.2,228,-0.0617,-0.2028,171.3497312,0.0214,0.2693,1833.5,0.0041,-0.1711,333221.8004,0.0018,-0.0303,394,0.0051,-0.0943,1.373493976,-0.2574,-0.546
202109,26005,"allegan, mi",344900,0.0015,-0.08,138,-0.1266,-0.193,41.5,0.152777778,-0.325203252,100,-0.1667,0.1905,0,,-1,40,-0.0909,0.25,209,0.0718,-0.2172,175.2550213,-0.0261,-0.0188,1913,-0.0114,-0.0989,561196.2934,-0.0147,0.0204,347,-0.017,-0.2078,1.514492754,0.2803,-0.0469
202109,34019,"hunterdon, nj",572450,-0.0036,0.0562,503,0.0501,-0.2731,52,0.06122449,0.083333333,212,-0.1719,-0.3375,0,-1,-1,60,-0.375,-0.4643,357,-0.0429,9.8182,0,,,0,,,825525.904,-0.014,0.1616,860,0.0094,0.1862,0.709741551,-0.069,0.6621
202109,37045,"cleveland, nc",231250,-0.0403,0.0305,115,0.036,0.25,38.5,0.069444444,0.084507042,76,0.0556,0.0556,0,,-1,40,0,1.5,173,0,0.4661,141.5833333,0.052,0.2417,1665,-0.0142,-0.075,335429.2994,0.0183,0.0919,288,0.0141,0.3714,1.504347826,-0.0542,0.2217
202109,53021,"franklin, wa",478495,0.2039,0.2302,77,0.5098,-0.2062,17,-0.333333333,-0.580246914,88,0.2222,0.4667,4,,-0.8571,8,0,-0.5,82,0.0123,-0.471,236.2805907,0.0708,0.2641,2030,0.011,-0.034,480399.9309,0.0485,0.1962,159,0.2045,-0.369,1.064935065,-0.5233,-0.533
202109,22079,"rapides, la",163500,0.0065,-0.2733,182,0.1098,-0.2121,49,-0.100917431,-0.263157895,84,0,0.4,0,,,56,0.2727,0.75,185,-0.0054,-0.075,94.60526316,-0.0337,-0.0923,1731,-0.008,-0.1511,218812.6578,-0.0535,-0.21,367,0.0486,-0.1485,1.016483516,-0.1177,0.1507
202109,34017,"hudson, nj",522500,0.0067,-0.1022,1839,-0.0516,-0.2128,45,-0.010989011,0.153846154,864,0.0746,-0.2258,8,0,-0.3333,300,-0.1176,-0.375,54,0.2273,3.1538,283.2937812,0.0014,-0.1869,638,0.0055,-0.173,674716.0812,0.01,-0.0728,1893,-0.0454,-0.1941,0.029363785,0.0067,0.0238
202109,23019,"penobscot, me",229450,0.009,0.2786,365,-0.0054,-0.0054,48,0.297297297,-0.150442478,144,-0.28,-0.1,4,,0,144,0.2,0.44,154,0.1,0.4393,134.6778222,-0.0133,0.1953,1580,0.0006,-0.0016,276401.3404,0.0051,0.315,519,0.0237,0.0949,0.421917808,0.0404,0.1304
202109,40051,"grady, ok",193500,-0.0275,0.1782,97,0.0659,0.1279,53,0.472222222,-0.184615385,56,0.1667,1,0,,,24,-0.25,1,81,-0.129,-0.069,117.0977137,-0.0075,0.3371,1662.5,-0.034,-0.089,322685.3401,0.1344,0.2563,178,-0.0326,0.0289,0.835051546,-0.1869,-0.1766
202109,48441,"taylor, tx",264120,0.0586,0.1526,258,-0.0337,-0.2732,42.5,0.268656716,-0.158415842,164,-0.1277,0.3667,0,-1,-1,88,-0.1852,-0.2414,326,-0.0468,-0.0765,131.6938485,0.0366,0.0961,1995,0.038,0.0331,326904.5466,0.0244,0.1543,584,-0.0411,-0.1751,1.263565891,-0.0173,0.2692
202109,48213,"henderson, tx",364499.5,-0.0464,0.5851,426,0.039,-0.0448,42.5,0.118421053,-0.241071429,236,0.0926,0.2553,4,-0.5,,124,-0.0313,0.3478,378,0.0244,0.0107,182.4058183,-0.0665,0.422,1872.5,-0.0214,0.0133,545103.2173,-0.0857,0.2025,804,0.0321,-0.0195,0.887323944,-0.0127,0.0488
202109,39129,"pickaway, oh",266495,-0.0307,0.0586,81,0.3065,0.7234,19,-0.025641026,-0.173913043,60,0.1538,0.3636,0,,,32,0.6,0.1429,78,-0.093,-0.1613,143.7012021,0.0333,0.1734,1818.5,-0.0345,-0.1939,308157,0.0149,0.0551,159,0.0743,0.1357,0.962962963,-0.4241,-1.0158
202109,55087,"outagamie, wi",294000,-0.0084,-0.0031,206,0.0148,-0.0463,35,0.076923077,-0.278350515,204,-0.2154,0.2439,4,,,68,0.3077,0.2143,427,-0.0251,-0.0876,137.9942865,0.0085,0.1118,1920,-0.007,-0.0791,331306.0195,-0.0292,0.0127,633,-0.0125,-0.0746,2.072815534,-0.0848,-0.0939
202109,36083,"rensselaer, ny",287727.5,-0.0391,0.0296,280,-0.0345,-0.209,54.5,0,-0.060344828,172,-0.0227,-0.0652,0,,-1,88,0,0,476,0.0416,-0.1169,160.1714602,-0.0362,0.0906,1800,0,-0.039,354089.4466,-0.0327,0.1304,756,0.012,-0.1534,1.7,0.1241,0.1774
202109,19163,"scott, ia",230732.5,-0.0364,-0.2194,744,0.0598,0.0479,165.5,-0.192682927,-0.630992196,244,0.1296,0.3556,0,-1,,136,0.0625,0.36,680,-0.0409,-0.0272,132.7761014,0.0032,-0.0368,1687,-0.016,-0.0849,290819.0631,-0.0146,-0.0938,1424,0.0092,0.0106,0.913978495,-0.096,-0.0705
202109,19169,"story, ia",257500,-0.0237,-0.0794,192,0.0909,-0.3447,52,0.142857143,-0.240875912,120,0.3043,0.3636,16,-0.3333,0.3333,80,0.1111,-0.3103,256,-0.1523,-0.0303,184.9532015,0.0233,0.0132,1475,-0.002,-0.0391,313935.4265,-0.0011,0.0234,448,-0.0628,-0.1957,1.333333333,-0.3826,0.4323
202109,29051,"cole, mo",212500,0.0612,0.1068,79,0.0676,-0.1413,19,0.266666667,-0.40625,76,-0.0952,0.1875,0,,,20,-0.2857,-0.1667,13,0.8571,0.3,98.05310761,0.0287,0.0907,1936,-0.0665,-0.0861,261867.037,0.0294,0.0523,92,0.1358,-0.098,0.164556962,0.07,0.0559
202109,37129,"new hanover, nc",430374,0.0055,0.1051,484,0.0126,-0.4385,42.5,0.0625,-0.273504274,328,-0.0889,-0.1458,20,-0.2857,-0.5455,152,0.0857,-0.377,902,-0.0907,-0.1946,215.5207325,0.0165,0.1675,2031.5,-0.0335,-0.0476,660643.3903,-0.0016,0.0585,1386,-0.0571,-0.3007,1.863636364,-0.2117,0.5643
202109,37193,"wilkes, nc",284950,0.0814,-0.2661,81,0.0658,-0.3622,42,-0.184466019,-0.505882353,64,0.3333,0.4545,0,,,24,-0.1429,0,107,0.163,0.2159,0,,,0,,,448701.4534,0.0854,-0.0318,188,0.119,-0.1256,1.320987654,0.1105,0.6281
202109,5051,"garland, ar",344500,0.0001,0.2647,648,0.0173,-0.1348,44,0.023255814,-0.214285714,292,-0.0641,0.0282,0,-1,-1,160,0.1765,0.25,289,-0.0586,1.89,144.458639,-0.0154,0.2083,2091.5,-0.0085,-0.0521,455437.1383,-0.0011,0.2274,937,-0.0074,0.1037,0.445987654,-0.036,0.3125
202109,42037,"columbia, pa",198450,-0.0527,0.1346,78,-0.0714,-0.3276,44,-0.2,-0.290322581,48,0,0.0909,0,,,28,0.75,-0.3,127,0.0672,0.0325,125.1000825,-0.041,0.256,1714,0.0133,-0.0115,278033.1861,-0.0516,0.3022,205,0.0099,-0.1423,1.628205128,0.2115,0.5679
202109,18053,"grant, in",89450,-0.0634,0.1439,89,0.0854,-0.3986,36.5,0.106060606,-0.438461538,68,0,-0.0556,0,,,40,0.6667,-0.1667,61,-0.0758,-0.1159,67.19742063,0.0034,0.3115,1500.5,-0.019,0.0306,127695.5066,0.0486,0.1756,150,0.0135,-0.3088,0.685393258,-0.1195,0.2192
202109,36119,"westchester, ny",629250,-0.0075,-0.0671,5035,-0.0255,-0.1405,211,0.212643678,0.834782609,1036,0.0792,-0.2904,24,-0.25,-0.5385,572,0.1085,-0.2513,1425,-0.0035,-0.0273,315.4996051,-0.0091,-0.002,1857,-0.0038,-0.0924,1017432.227,0.0074,-0.0458,6460,-0.0208,-0.1178,0.283018868,0.0063,0.0329
202109,48021,"bastrop, tx",457445,0.0195,0.5325,173,0.4065,-0.2881,29,0.260869565,-0.550387597,120,-0.0625,0.5789,16,1,-0.8182,64,0.6,0.2308,92,-0.0417,-0.5598,227.5117393,-0.0208,0.4706,2041,0.0264,0.0139,608902.4085,-0.0337,0.5805,265,0.21,-0.4137,0.531791908,-0.2487,-0.3283
202109,42111,"somerset, pa",161950,0.0128,0.1177,181,0.0284,-0.2846,51,0.133333333,-0.423728814,68,0,-0.0556,0,,,48,-0.25,0.5,113,0.0273,-0.2365,89.46789865,0.0055,0.2328,1521,0.004,-0.11,268149.8962,0.0055,0.0726,294,0.028,-0.2668,0.624309392,-0.0007,0.0393
202109,21067,"fayette, ky",309999,0.0085,-0.1401,334,0.006,-0.3451,40.5,0.109589041,-0.242990654,288,0.0435,0.1429,4,,-0.8333,120,-0.1667,-0.2857,780,-0.0488,-0.0568,158.4520202,-0.0006,0.011,1998.5,-0.015,-0.155,492328.0619,0.0136,-0.0138,1114,-0.033,-0.1668,2.335329341,-0.1346,0.7138
202109,5085,"lonoke, ar",215000,-0.0648,0.213,106,0.0392,-0.1908,32.5,0.083333333,-0.322916667,84,-0.0455,0.1053,0,,,40,-0.0909,0.25,187,-0.1302,0.1472,116.9970918,-0.0061,0.1685,1949,-0.0548,-0.0516,247825.0907,-0.0673,0.0999,293,-0.0757,-0.0034,1.764150943,-0.3437,0.5199
202109,12053,"hernando, fl",317000,0.0226,0.3489,496,0.1071,-0.2013,30,-0.117647059,-0.333333333,468,0.0636,0.1939,16,-0.4286,-0.6667,132,0.1,-0.1081,900,0.0147,-0.1493,170.8578286,0.0184,0.2937,1831,0.0069,-0.0092,415684.8101,0.0078,0.3019,1396,0.0457,-0.1686,1.814516129,-0.1654,0.1108
202109,37083,"halifax, nc",249000,0.06,0.66,59,-0.0167,-0.4732,38,-0.333333333,-0.472222222,32,-0.2,-0.2,0,,,16,-0.2,1,109,0.172,-0.0091,110.9083766,-0.0026,0.2427,1834,-0.066,0.1227,324586.8614,-0.0212,0.1063,168,0.098,-0.2432,1.847457627,0.2975,0.8653
202109,18093,"lawrence, in",248700,0.0365,0.3447,86,0.1026,0.0238,41,0.037974684,-0.196078431,60,0.25,0.5,0,,,32,-0.1111,0.3333,69,-0.0548,-0.0921,116.5995722,-0.0623,0.1696,1773,0.0529,-0.0062,258849.8165,0.0484,0.13,155,0.0265,-0.0313,0.802325581,-0.1336,-0.1024
202109,29095,"jackson, mo",235000,-0.0198,-0.096,1251,0.0665,0.1041,40,0.111111111,-0.139784946,928,-0.0492,0.1658,32,-0.2727,0.1429,576,0.0213,0.4545,2152,-0.0214,0.0257,142.6532982,-0.0112,0.046,1672,-0.0048,-0.1337,321318.1691,-0.0292,-0.0601,3403,0.0092,0.0532,1.720223821,-0.1545,-0.1315
202109,37063,"durham, nc",423589,0.0049,0.1451,306,0.0625,-0.3917,27.5,0,-0.427083333,296,-0.0263,-0.075,4,0,-0.9231,96,0.1429,-0.3846,285,-0.0656,-0.2893,228.9153741,0.0246,0.264,1806,-0.0055,-0.0638,512097.7892,-0.0065,0.1362,591,-0.0034,-0.3462,0.931372549,-0.1277,0.1342
202109,39173,"wood, oh",269950,0,0.0674,160,0.0596,-0.1061,36,0.125,-0.307692308,128,-0.0857,0.5238,68,-0.1053,0.7,88,-0.0833,-0.1538,201,-0.0563,-0.0822,132.3779405,-0.0009,0.0782,2088,0.0133,0.0243,334661.2068,0.0178,0.0625,361,-0.0082,-0.093,1.25625,-0.1543,0.0328
202109,31109,"lancaster, ne",327642,-0.0291,-0.0048,651,0.0188,-0.024,67.5,-0.01459854,-0.081632653,356,-0.022,0.3485,8,-0.3333,-0.6,88,-0.12,0.1579,969,-0.032,0.0791,144.0590996,-0.0143,0.0674,2209.5,-0.0052,-0.0734,388270.0244,-0.0406,-0.0056,1620,-0.0122,0.0351,1.488479263,-0.078,0.1422
202109,13139,"hall, ga",405742.5,0.0146,0.1396,668,-0.0644,-0.302,41.5,0.169014085,-0.231481481,464,-0.1077,0,28,0.4,-0.6818,248,0.0877,0.1273,834,0.0246,-0.1734,153.7253164,0.001,0.1873,1999,-0.0378,-0.158,625478.2201,-0.0352,0.1806,1502,-0.017,-0.236,1.248502994,0.1084,0.1942
202109,47113,"madison, tn",204700,-0.001,0.1884,101,0.0306,-0.2574,37,0.174603175,-0.221052632,72,-0.2174,0.0588,0,,,32,-0.1111,0.3333,154,-0.061,-0.1585,105.9782609,0.0096,0.2278,1835,-0.0283,-0.0692,262362.5774,-0.0847,0.1456,255,-0.0267,-0.2006,1.524752475,-0.1487,0.1792
202109,6075,"san francisco, ca",1322000,0.0208,-0.0272,1150,0.3053,-0.3255,31,-0.243902439,-0.205128205,936,0.6957,-0.0565,16,-0.2,0,164,0.0789,-0.6583,549,0.032,0.064,1016.910064,0.0158,-0.0115,1273,0.0196,0.0622,2036497.023,0.0329,0.0936,1699,0.2024,-0.235,0.477391304,-0.1265,0.1748
202109,37105,"lee, nc",308817,-0.0266,0.1356,124,0.0877,0.042,27,0.08,-0.325,132,0,0.5,4,0,,28,-0.125,-0.125,233,0.0219,0.0448,141.6987008,-0.0018,0.1871,2100,-0.065,-0.087,364140.5339,-0.0343,0.2298,357,0.0439,0.0439,1.879032258,-0.121,0.0051
202109,30111,"yellowstone, mt",387000,-0.0077,0.1253,222,0.0622,-0.3041,34.5,0.4375,-0.224719101,140,-0.3137,-0.2045,8,0,-0.5,68,0.2143,-0.2609,377,-0.0938,-0.1962,178.5726687,0.0305,0.2973,2246.5,-0.0194,-0.1156,615718.8581,0.0291,0.1459,599,-0.0416,-0.2398,1.698198198,-0.2922,0.228
202109,30031,"gallatin, mt",835717.5,-0.0219,-0.0546,360,-0.0217,-0.0977,51.5,0.084210526,-0.394117647,180,-0.1509,0.3636,0,-1,-1,96,0,1.4,582,-0.0348,-0.1614,397.7249567,0.0157,0.0517,2310,-0.0224,-0.0699,1923407.451,0.0457,0.1663,942,-0.0299,-0.1382,1.616666667,-0.0219,-0.1227
202109,26163,"wayne, mi",162500,-0.0842,-0.0148,3153,0.0663,-0.0554,31,0.192307692,-0.279069767,2120,-0.1269,0.0352,68,0,-0.5641,1032,0.1121,0.1416,633,0.0895,-0.0996,129.6846741,-0.0715,0.0618,1283,-0.0176,-0.0608,254780.3165,-0.0554,-0.0359,3786,0.0701,-0.0631,0.20076118,0.0043,-0.0098
202109,21015,"boone, ky",338254.5,-0.0535,0.1285,152,0.1343,-0.1264,31,0,0.192307692,124,-0.1389,-0.1143,0,-1,-1,56,0.5556,0,411,-0.0096,-0.0214,123.3876275,-0.1022,0.0809,1410.5,-0.1981,-0.1426,428540.5035,-0.0543,0.1612,563,0.0255,-0.0522,2.703947368,-0.3931,0.2902
202109,22045,"iberia, la",184845,0.0503,0.0327,72,0.0588,-0.3394,51.5,-0.148760331,-0.529680365,28,0,0.4,0,-1,,28,1.3333,0.75,59,-0.0781,-0.2027,97.37688234,-0.0082,0.0433,1894,0.0177,-0.075,231410.9028,-0.1126,-0.0689,131,-0.0076,-0.2842,0.819444444,-0.1217,0.1405
202109,48041,"brazos, tx",298750,0.0008,0.1808,461,-0.0553,-0.5949,45,0.216216216,-0.411764706,244,-0.1528,-0.0896,12,-0.25,-0.6667,76,-0.1739,-0.6275,572,-0.0714,0.2912,164.9476668,0.0105,0.1427,1947,-0.0008,0.0544,441592.4247,0.0092,0.2236,1033,-0.0643,-0.3466,1.240780911,-0.0215,0.8515
202109,20209,"wyandotte, ks",169975,-0.0287,-0.0681,157,0.0195,0.0903,34.5,0.131147541,-0.178571429,140,0,0.25,4,0,0,84,0.3125,0.5,333,-0.0348,0.0091,129.6835442,0.0419,0.1532,1472,-0.0271,-0.1308,226458.0063,-0.0068,-0.053,490,-0.018,0.0338,2.121019108,-0.1192,-0.1706
202109,22103,"st. tammany, la",346495,-0.0099,0.1125,744,-0.0363,-0.0677,56.5,0.313953488,-0.103174603,236,-0.3295,-0.2237,20,0.6667,-0.5833,116,-0.5672,-0.4314,914,-0.0548,-0.0469,157.5568599,0.0115,0.119,2246,-0.0027,-0.0013,497689.7012,0.0152,0.1254,1658,-0.0466,-0.0563,1.228494624,-0.0241,0.0267
202109,45015,"berkeley, sc",363337.5,-0.0161,0.0404,267,0.0553,-0.3391,29,0.115384615,-0.395833333,212,-0.1017,-0.0702,76,0.0556,-0.1739,128,0.0323,0.0323,407,-0.0424,-0.1266,175.9641873,-0.0211,0.066,2205.5,-0.0045,-0.0532,582087.6006,-0.0822,0.1013,674,-0.0059,-0.2253,1.524344569,-0.1555,0.3709
202109,39037,"darke, oh",142400,-0.0488,0.2171,84,-0.1064,-0.3778,43,0.131578947,-0.300813008,36,-0.4,-0.3077,0,,,28,-0.125,-0.125,118,0.0085,-0.0248,93.79261873,0.0145,0.2523,1515,0.0209,-0.0402,196402.559,0.0953,0.2927,202,-0.0427,-0.2109,1.404761905,0.1601,0.5085
202109,29165,"platte, mo",443700,0.0566,0.1528,175,-0.1117,-0.2152,57.5,0.18556701,0.026785714,80,-0.375,-0.4444,4,0,-0.8,48,-0.2,-0.3684,438,-0.0458,-0.1006,172.0977011,0.0541,0.1325,2440,0.0045,-0.0517,509361.7339,0.0204,0.0463,613,-0.0655,-0.1366,2.502857143,0.1729,0.319
202109,36023,"cortland, ny",159450,-0.0188,0.1393,91,-0.0215,-0.3636,64.5,0.387096774,-0.283333333,28,-0.5,-0.125,0,,,32,0.3333,0.1429,145,-0.0333,0.0741,105.2339607,-0.0142,0.181,1582,-0.0306,-0.0259,220655.6968,0.0803,0.1595,236,-0.0288,-0.1511,1.593406593,-0.0195,0.6494
202109,13047,"catoosa, ga",314900,0.0328,0.0333,73,0.1061,-0.1098,30,0.016949153,-0.285714286,64,0.1429,0,0,,-1,32,-0.1111,0.1429,110,-0.1473,-0.281,146.9559852,0.0463,0.1048,2158,-0.0349,-0.0986,408986.92,0.0131,0.1237,183,-0.0615,-0.2213,1.506849315,-0.4477,-0.359
202109,36029,"erie, ny",247000,0.0094,-0.0116,844,-0.0527,-0.1466,44.5,0.390625,0.072289157,748,-0.2305,-0.0833,16,1,0.3333,260,-0.0152,-0.1216,2414,-0.0179,-0.1203,150.9475958,-0.0037,0.0767,1661.5,-0.0048,-0.0468,333675.0345,0.0095,0.042,3258,-0.0272,-0.1272,2.860189573,0.1015,0.0857
202109,42075,"lebanon, pa",230000,0.0112,-0.1212,143,-0.0949,-0.1782,43.5,0.074074074,0.144736842,116,-0.2368,0.0357,4,-0.5,-0.8,44,-0.0833,0,312,-0.028,17.3529,136.241237,0.0401,0.104,1595.5,0.0267,-0.1121,297047.9609,0.0769,0.0133,455,-0.0501,1.3822,2.181818182,0.1502,2.0841
202109,29510,"saint louis city, mo",189900,-0.0348,-0.0503,672,0.037,0.0166,43,0.048780488,-0.148514851,372,-0.0971,0.069,4,-0.5,-0.6667,320,0.194,0.3115,520,-0.058,-0.0893,142.713814,-0.0115,0.0336,1431,-0.0145,-0.1037,265037.7079,-0.0053,-0.0435,1192,-0.0067,-0.0325,0.773809524,-0.078,-0.09
202109,34041,"warren, nj",317450,-0.0364,0.0763,397,0.0475,0.0672,46.5,0.367647059,0.453125,184,-0.098,-0.2069,4,-0.5,-0.6667,92,0.6429,0.5333,229,-0.1733,113.5,0,,,0,,,432043.161,-0.0244,0.2099,626,-0.0457,0.6738,0.576826196,-0.154,0.5714
202109,47001,"anderson, tn",299999.5,0.072,0.1011,117,0.0636,0.1939,34,0.0625,-0.260869565,84,-0.2222,0.6154,0,-1,,60,0,0.25,267,0.023,0.5614,154.1008694,0.0394,0.2647,1920.5,0.0248,-0.128,371968.3943,0.0916,0.0521,384,0.035,0.4275,2.282051282,-0.0907,0.5372
202109,39025,"clermont, oh",355900,0.0098,0.0098,249,0.0375,-0.0743,31.5,0.340425532,-0.16,228,-0.0806,0.1875,4,,-0.5,96,0.0435,0.1429,502,-0.0233,-0.133,130.1094773,-0.0049,0.0226,1365,-0.0848,-0.3018,438762.7251,0.0329,-0.0865,751,-0.004,-0.1144,2.016064257,-0.1256,-0.1364
202109,22101,"st. mary, la",177000,-0.0261,0.0536,110,0.068,-0.2517,93,0.1625,-0.243902439,16,-0.4286,-0.3333,0,,,20,-0.1667,0.6667,31,-0.0882,0.069,86.13641203,0.0021,0.0055,1976,-0.022,-0.0536,265031.6611,-0.0128,0.1205,141,0.0292,-0.1989,0.281818182,-0.0483,0.0845
202109,17119,"madison, il",144500,0.0073,0.0234,477,0.0192,-0.205,44.5,0.141025641,-0.293650794,296,-0.0633,0.1212,4,0,-0.5,192,0.1163,-0.1429,531,-0.0535,-0.1179,97.95981137,0.0112,0.1187,1509.5,0.003,-0.063,207974.7382,-0.0127,0.0017,1008,-0.0204,-0.1614,1.113207547,-0.0855,0.1099
202109,26115,"monroe, mi",247750,-0.0068,0.0327,219,-0.0223,0.0234,38.5,0.166666667,-0.189473684,148,-0.1957,-0.0513,8,1,1,112,0.4,0.75,272,-0.0251,-0.0286,148.0579096,0.0008,0.0986,1698,0.0062,-0.0208,289737.4442,0.0051,0.1168,491,-0.0239,-0.0061,1.242009132,-0.0035,-0.0664
202109,27025,"chisago, mn",357400,0.0011,0.0513,124,0.0783,-0.1622,34.5,0,-0.168674699,108,0.2273,0.1739,0,-1,-1,20,-0.2857,-0.2857,145,-0.1265,-0.316,196.1469628,-0.0021,0.1356,1796,0.0022,-0.037,415226.2733,0.0113,0.0634,269,-0.0427,-0.2528,1.169354839,-0.2741,-0.2631
202109,29097,"jasper, mo",208296.5,0.1265,0.1293,335,0.1395,-0.0456,31,0.016393443,-0.303370787,272,0.3333,0.193,0,-1,-1,80,-0.0476,0,460,-0.0873,0.0155,109.4575917,0.0724,0.2279,1892.5,0.0364,-0.0563,271697.5278,-0.0281,0.1047,795,-0.0038,-0.0112,1.373134328,-0.3412,0.0825
202109,44005,"newport, ri",767500,0.0066,-0.0394,255,0.02,-0.1267,43,0.011764706,-0.289256198,128,-0.2,-0.1351,0,,,56,-0.0667,0.0769,196,-0.0577,-0.295,409.752656,-0.0126,0.0871,1939.5,0.0374,-0.1388,1492225.961,0.0326,-0.0058,451,-0.0153,-0.2088,0.768627451,-0.0634,-0.1834
202109,13157,"jackson, ga",422804,0.0335,0.2728,526,0.0757,-0.3097,33,-0.014925373,-0.25,364,-0.2222,0.0225,44,-0.56,-0.75,160,0.25,-0.0476,685,-0.0756,-0.2207,149.6806757,0.0391,0.2397,2311.5,0.0169,-0.0655,571818.9616,0.0131,0.3824,1211,-0.0154,-0.262,1.302281369,-0.2131,0.1487
202109,5119,"pulaski, ar",230500,-0.0396,-0.0961,615,0.0016,-0.3043,40,0.15942029,-0.139784946,376,-0.1455,-0.06,4,-0.5,-0.5,200,-0.0196,-0.3056,879,-0.0233,0.3461,118.5426441,-0.0113,0.0448,1874,-0.0409,-0.1484,335679.7281,-0.0234,-0.0296,1494,-0.0132,-0.028,1.429268293,-0.0365,0.6906
